"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","Treatment"
"1",344,2019-02-15 23:54:37,10,1.89133707034783e-05,5.58391762294723e-09,141.3,1.3385258813502e-07,3.9518171429209e-11,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drydown"
"1",472,2019-02-22 19:38:36,10,0.000141425105706133,-1.70761218202518e-05,141.3,1.00088539070158e-06,-1.20850119039291e-07,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,"drydown"
"11",139,2019-02-01 21:45:19,11,0.000119641748772304,9.535904873409e-05,127.64,9.37337423788032e-07,7.47093769461689e-07,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drydown"
"11",213,2019-02-15 20:09:31,11,3.63629182211928e-05,-1.47312480739534e-08,127.64,2.8488654200245e-07,-1.15412473158519e-10,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drydown"
"11",242,2019-02-15 20:57:20,6,1.1016967076938e-05,0.0001590353262285,127.64,8.63128100668916e-08,1.24596777051473e-06,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drydown"
"11",271,2019-02-15 21:44:31,8,2.3629587343713e-05,5.63467894072247e-05,127.64,1.85126820304865e-07,4.4145087282376e-07,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drydown"
"11",494,2019-02-22 20:39:57,9,3.51476231333609e-05,4.97604782225864e-05,127.64,2.75365270552812e-07,3.89850189772692e-07,"CPCRW_90d_up_CW_r1","C11","CPCRW","upland","constant weight","90 day",1,"drought"
"13",133,2019-02-01 21:37:57,7,0.00013729328416736,-6.03490480419048e-08,163,8.42290086916319e-07,-3.70239558539293e-10,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drydown"
"13",184,2019-02-15 19:20:01,10,1.75118183203782e-07,-6.27070587047704e-05,163,1.07434468223179e-09,-3.84705881624359e-07,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drydown"
"13",212,2019-02-15 20:07:15,9,2.92548045490361e-05,-4.87690374435103e-08,163,1.79477328521694e-07,-2.99196548733192e-10,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drydown"
"13",240,2019-02-15 20:54:34,5,1.59161982679103e-05,-4.91566818971354e-09,163,9.76453881466887e-08,-3.01574735565248e-11,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drydown"
"13",269,2019-02-15 21:42:08,10,3.19905528105248e-06,2.43214058365111e-05,163,1.96261060187269e-08,1.49211078751602e-07,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drydown"
"13",566,2019-02-22 22:52:50,8,3.14444688410905e-05,2.74356219232355e-08,163,1.92910851785831e-07,1.68316698915555e-10,"CPCRW_150d_up_CW_r2","C13","CPCRW","upland","constant weight","150 day",2,"drought"
"15",8,2019-02-01 17:40:39,11,6.44847719144262e-05,-4.10390312197641e-07,116.33,5.54326243569382e-07,-3.5278115034612e-09,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"15",321,2019-02-15 23:24:50,8,8.98055201962133e-05,1.01799939235626e-06,116.33,7.71989342355483e-07,8.75096185297226e-09,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"15",349,2019-02-16 00:12:11,8,8.81435391824769e-06,2.80618607142942e-05,116.33,7.57702563246599e-08,2.41226345003819e-07,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drydown"
"15",468,2019-02-22 19:33:36,10,9.91124168278385e-05,5.76279689033856e-05,116.33,8.51993611517566e-07,4.95383554572214e-07,"CPCRW_90d_up_CW_r2","C15","CPCRW","upland","constant weight","90 day",2,"drought"
"16",129,2019-02-01 21:33:04,8,0.000193377678178127,-1.68658242329706e-07,194.31,9.95201884504798e-07,-8.67985396169551e-10,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",201,2019-02-15 19:42:09,10,9.54752327533478e-05,-1.12093569225301e-05,194.31,4.91355219769172e-07,-5.76880084531425e-08,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",228,2019-02-15 20:29:43,7,3.90193406938851e-06,-0.000101214589834693,194.31,2.00809740589188e-08,-5.20892336136548e-07,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",257,2019-02-15 21:16:53,10,5.35163208608718e-05,-1.93838580794601e-08,194.31,2.75417224336739e-07,-9.97573880884158e-11,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"16",488,2019-02-22 20:29:51,9,2.27364246437322e-05,-2.13751698254191e-06,194.31,1.17011088691947e-07,-1.10005505766142e-08,"CPCRW_30d_up_FAD_r2","C16","CPCRW","upland","forced","30 day",2,"drydown"
"18",23,2019-02-01 18:15:35,10,0.000147263518685775,-5.07251071293059e-07,132.15,1.11436639187117e-06,-3.83844927198683e-09,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"18",360,2019-02-16 00:38:46,5,0.000127682018652628,4.43119036500608e-05,132.15,9.66190076826547e-07,3.35315199773446e-07,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"18",429,2019-02-22 18:32:44,8,8.44330675362417e-05,-4.48598514314367e-05,132.15,6.38918407387376e-07,-3.39461607502359e-07,"CPCRW_90d_up_FAD_r3","C18","CPCRW","upland","forced","90 day",3,"drydown"
"20",121,2019-02-01 21:20:38,9,0.000153329964902588,9.62312049274909e-05,229.19,6.69008093296338e-07,4.19875234205205e-07,"CPCRW_30d_up_CW_r3","C20","CPCRW","upland","constant weight","30 day",3,"drydown"
"25",31,2019-02-01 18:25:32,11,0.000164305014824497,-2.05733057816416e-05,171.08,9.6039873056171e-07,-1.20255469848267e-07,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drydown"
"25",358,2019-02-16 00:36:11,7,5.90216334819871e-05,-2.62698421996171e-08,171.08,3.44994350490923e-07,-1.5355297053786e-10,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drydown"
"25",435,2019-02-22 18:40:10,9,0.000202438391497545,-1.74972418881633e-07,171.08,1.183296653598e-06,-1.02275203928941e-09,"CPCRW_90d_up_CW_r4","C25","CPCRW","upland","constant weight","90 day",4,"drought"
"26",338,2019-02-15 23:47:26,6,6.00405567761809e-05,1.95613366231897e-06,69.94,8.58458060854746e-07,2.79687398101083e-08,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drydown"
"26",478,2019-02-22 19:46:03,11,2.23907540467608e-05,-1.47242867349836e-07,69.94,3.20142322658862e-07,-2.10527405418695e-09,"CPCRW_150d_up_CW_r3","C26","CPCRW","upland","constant weight","150 day",3,"drought"
"27",29,2019-02-01 18:23:03,9,3.59304390947275e-05,-1.35368152782828e-06,83.7,4.29276452744654e-07,-1.61730170588803e-08,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"drydown"
"27",384,2019-02-16 01:08:26,8,3.17324699398547e-05,-7.78679705903237e-09,83.7,3.79121504657762e-07,-9.30322229275074e-11,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"drydown"
"27",445,2019-02-22 18:52:39,10,3.65755752284897e-05,-2.2412705485438e-07,83.7,4.36984172383389e-07,-2.67774259085281e-09,"CPCRW_30d_up_FAD_r3","C27","CPCRW","upland","forced","30 day",3,"drydown"
"28",33,2019-02-01 18:27:58,13,3.85849610607738e-05,-4.88072126706798e-05,173.21,2.22764049770647e-07,-2.81780570813924e-07,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drydown"
"28",361,2019-02-16 00:41:09,10,8.94049248896893e-05,-9.91054162955849e-07,173.21,5.16164914783727e-07,-5.72169137437705e-09,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drydown"
"28",431,2019-02-22 18:35:14,14,5.78036105637936e-05,-1.04647543234077e-06,173.21,3.33719823126803e-07,-6.04165713492738e-09,"CPCRW_150d_up_CW_r1","C28","CPCRW","upland","constant weight","150 day",1,"drought"
"3",135,2019-02-01 21:40:33,10,9.57834584672389e-05,-6.25548993438248e-08,181.06,5.2901501417894e-07,-3.45492650744642e-10,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"3",187,2019-02-15 19:24:57,7,5.29354090131065e-05,-1.85167061540284e-07,181.06,2.92363907064545e-07,-1.02268342836786e-09,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"3",244,2019-02-15 20:59:40,10,5.3460163682475e-06,-2.31973834172833e-07,181.06,2.95262143391556e-08,-1.28119868647317e-09,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"3",273,2019-02-15 21:46:55,8,2.35186048420933e-05,-7.98688789717734e-07,181.06,1.29893984547074e-07,-4.41118297645937e-09,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drydown"
"3",513,2019-02-22 21:04:33,5,0.000219503117741664,3.25213168234249e-08,181.06,1.21232253253984e-06,1.79616242259057e-10,"CPCRW_30d_up_CW_r4","C3","CPCRW","upland","constant weight","30 day",4,"drought"
"34",9,2019-02-01 17:42:56,10,0.000186690771576597,-3.2658627427757e-07,131.7,1.41754572191797e-06,-2.47977429216074e-09,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drydown"
"34",325,2019-02-15 23:29:49,7,5.00225319017395e-05,8.43465769766075e-05,131.7,3.7982180639134e-07,6.40444775828455e-07,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drydown"
"34",353,2019-02-16 00:16:45,5,0.000162789011299936,-5.6575974868228e-07,131.7,1.23605931131311e-06,-4.29582193380623e-09,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drydown"
"34",451,2019-02-22 19:13:40,10,3.21258007667024e-05,-6.34648891521052e-09,131.7,2.43931668691742e-07,-4.81889818922591e-11,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drought"
"34",482,2019-02-22 20:01:02,8,5.5516272184038e-05,-2.07002524343022e-07,131.7,4.21535855611527e-07,-1.57177315370556e-09,"CPCRW_90d_up_CW_r3","C34","CPCRW","upland","constant weight","90 day",3,"drought"
"37",137,2019-02-01 21:42:46,8,9.01372250050814e-05,-6.95750463287068e-05,53.66,1.67978429006861e-06,-1.29659050183949e-06,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"37",197,2019-02-15 19:37:23,10,6.07237342957658e-05,-2.01923632216078e-06,53.66,1.13163873081934e-06,-3.76301960894666e-08,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"37",224,2019-02-15 20:24:49,9,3.21776985686389e-05,-9.24324341392405e-07,53.66,5.99658937171802e-07,-1.72255747557288e-08,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"37",251,2019-02-15 21:12:06,11,1.45821615185085e-05,-8.54762279565476e-07,53.66,2.7175105327075e-07,-1.59292262311867e-08,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"37",538,2019-02-22 22:03:02,8,0.000198494737717495,1.17859109226685e-08,53.66,3.69911922693804e-06,2.19640531544326e-10,"CPCRW_90d_up_FAD_r4","C37","CPCRW","upland","forced","90 day",4,"drydown"
"39",64,2019-02-01 19:34:47,7,5.44489383360143e-05,-4.25169341473698e-07,80.91,6.7295684508731e-07,-5.25484293009144e-09,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"39",93,2019-02-01 20:22:09,10,6.5834057055232e-05,3.72390775894837e-06,80.91,8.13670214500457e-07,4.60253090958889e-08,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"39",281,2019-02-15 22:10:10,6,0.000145316515707672,-3.91641258442616e-08,80.91,1.79602664327861e-06,-4.84045554866661e-10,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"39",522,2019-02-22 21:40:40,5,0.000158555842086911,1.36387143478186e-08,80.91,1.95965692852443e-06,1.68566485574324e-10,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"39",550,2019-02-22 22:27:41,7,7.8119185355342e-05,7.96560646502678e-07,80.91,9.65507172850599e-07,9.84502096777503e-09,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"39",576,2019-02-22 23:15:05,7,7.28001479135756e-05,6.0332458160739e-08,80.91,8.99766999302627e-07,7.45673688799147e-10,"CPCRW_30d_up_FAD_r4","C39","CPCRW","upland","forced","30 day",4,"drydown"
"4",27,2019-02-01 18:20:46,11,3.35993123253618e-07,5.64563627196827e-05,188.66,1.78094520965556e-09,2.99249245837394e-07,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4,"drydown"
"4",56,2019-02-01 19:08:04,10,3.80654898769521e-05,-7.33281758371721e-07,188.66,2.01767676650864e-07,-3.88678977192686e-09,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4,"drydown"
"4",380,2019-02-16 01:03:48,9,3.31521747377778e-05,-1.12440451277016e-06,188.66,1.75724450004123e-07,-5.95995183276877e-09,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4,"drydown"
"4",418,2019-02-22 18:20:30,7,6.33349144405996e-05,-5.96975588404388e-07,188.66,3.35709288882644e-07,-3.16429337646766e-09,"CPCRW_150d_up_CW_r4","C4","CPCRW","upland","constant weight","150 day",4,"drought"
"44",330,2019-02-15 23:37:20,7,5.69260682920695e-05,-0.000104201884929643,84.37,6.74719311272602e-07,-1.23505849152119e-06,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"44",484,2019-02-22 20:03:31,8,5.47872307161505e-05,-1.01378738745126e-07,84.37,6.49368622924623e-07,-1.20159699828287e-09,"CPCRW_30d_low_FAD_r3","C44","CPCRW","lowland","forced","30 day",3,"drydown"
"50",13,2019-02-01 17:48:03,10,4.48901960198692e-05,-6.58948207579381e-08,183.19,2.45047197007857e-07,-3.59707520923293e-10,"CPCRW_30d_low_FAD_r1","C50","CPCRW","lowland","forced","30 day",1,"drydown"
"50",503,2019-02-22 20:49:50,9,2.13044326314828e-05,-2.41037325503087e-07,183.19,1.16296919217658e-07,-1.31577774716462e-09,"CPCRW_30d_low_FAD_r1","C50","CPCRW","lowland","forced","30 day",1,"drydown"
"52",39,2019-02-01 18:35:36,8,6.00141983357794e-05,-2.52444477020011e-07,174.91,3.43114735211134e-07,-1.44328212806593e-09,"CPCRW_90d_low_FAD_r3","C52","CPCRW","lowland","forced","90 day",3,"drydown"
"52",363,2019-02-16 00:43:50,10,2.11360589683656e-05,-3.01362433580959e-07,174.91,1.20839625912559e-07,-1.72295714127814e-09,"CPCRW_90d_low_FAD_r3","C52","CPCRW","lowland","forced","90 day",3,"drydown"
"52",441,2019-02-22 18:47:56,7,0.000102037054778548,-3.13338526779843e-08,174.91,5.83368902741682e-07,-1.7914271727165e-10,"CPCRW_90d_low_FAD_r3","C52","CPCRW","lowland","forced","90 day",3,"drydown"
"53",18,2019-02-01 18:08:12,11,1.85495047321591e-05,-1.97886554597691e-06,39.89,4.65016413440941e-07,-4.96080608166686e-08,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drydown"
"53",47,2019-02-01 18:55:45,10,2.65768244254051e-05,-4.6503626496994e-07,39.89,6.66252805851218e-07,-1.16579660308333e-08,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drydown"
"53",367,2019-02-16 00:48:24,6,0.000227715054834815,6.13537762295106e-07,39.89,5.70857495198834e-06,1.538074109539e-08,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drydown"
"53",443,2019-02-22 18:50:15,10,4.18548937619083e-05,1.34866978291857e-06,39.89,1.04925780300597e-06,3.38097213065573e-08,"CPCRW_90d_low_CW_r4","C53","CPCRW","lowland","constant weight","90 day",4,"drought"
"54",303,2019-02-15 22:37:32,9,1.86196068679008e-05,-8.93669773524838e-07,15.94,1.16810582609164e-06,-5.60646031069534e-08,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"drydown"
"54",580,2019-02-22 23:28:33,10,2.5535402673358e-06,1.23623781869593e-08,15.94,1.60197005479034e-07,7.75556975342488e-10,"CPCRW_30d_low_CW_r4","C54","CPCRW","lowland","constant weight","30 day",4,"drought"
